case_id,source_record_id,case_name,case_number_or_citation,court_name,court_level,decision_date,decision_year,case_subtype,raw_length_chars,collection_status,exclusion_reason,include_signals,exclude_signals,quality_flags,related_case_group_id
KR_023f413e1fed53e3,1747,,,unknown,unknown,,,unclear,949,fail,administrative_only;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_cd8d0097948bc499,1749,,,unknown,unknown,2021-03-03,2021,traffic_accident,1209,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_02a55b6bdb04f1c4,1761,,2020고단827,unknown,unknown,2020-04-22,2020,property_economic_harm,3023,fail,criminal_case;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;과실상계,criminal_case;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name,
KR_ae79e36a22c89f44,1772,,2007다576,unknown,supreme,2005-06-16,2005,medical_professional,9764,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,
KR_266777f2bb38989e,1782,,2004다63019,unknown,supreme,2017-03-02,2017,facility_product_safety,5114,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,손해배상;불법행위;과실상계,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_f48eb490d0f3927d,1795,,,unknown,unknown,,,traffic_accident,1151,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_820a1c6805406fba,1803,,,대구고등법원,appellate,1978-05-30,1978,medical_professional,5642,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;과실상계,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_0b0142e0091ae79d,1811,,2000다4517,대법원,supreme,2000-04-11,2000,medical_professional,3028,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,손해배상;불법행위,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_d750de742789d0a9,1814,,,unknown,unknown,,,property_economic_harm,1428,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_99d436ca74211c11,1820,,,unknown,unknown,2020-11-05,2020,traffic_accident,1835,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e05a7b8291182a00,1826,,2001두3136,서울고등법원,supreme,2007-04-11,2007,property_economic_harm,3933,fail,supreme_court_excluded;criminal_case,불법행위,supreme_court_excluded;criminal_case,,
KR_006431fab245fb6c,1833,,,서울고등법원,appellate,1916-07-15,1916,personal_injury,1825,fail,family_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상,family_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_c61bcbe7e38e048a,1834,,,서울고등법원,appellate,1980-12-02,1980,traffic_accident,1719,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_51d8721abc431e06,1845,,2019년도 1,부산지방법원 동부지원,trial,2020-04-30,2020,property_economic_harm,4240,pass,,손해배상;불법행위;위자료,,,
KR_700f848e7bd2bf67,1848,,,대구지방법원 포항지원,trial,2006-12-01,2006,traffic_accident,1775,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_2974d92dce8d5ae3,1849,,,서울고등법원,appellate,1997-11-25,1997,unclear,2756,warning,,불법행위,,warning_unknown_case_number,
KR_1037384d8d0f6402,1850,,,부산지방법원,trial,1978-03-21,1978,facility_product_safety,3117,fail,family_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_case_number,불법행위;위자료,family_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_036c7267f844e3c7,1855,,2000헌마278,unknown,unknown,2001-05-27,2001,unclear,7218,warning,,손해배상;불법행위;위자료,,warning_unknown_court_level;warning_unknown_court_name,
KR_c9834a790a084c39,1857,,2001다734,unknown,supreme,2009-07-15,2009,property_economic_harm,3311,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료,supreme_court_excluded,warning_unknown_court_name,
KR_c06736b48e8fb107,1861,,,unknown,unknown,1996-02-21,1996,traffic_accident,10598,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_46876e2b324175e8,1866,,2017고단1880,수원지방법원,trial,2019-12-10,2019,medical_professional,5620,fail,criminal_case,손해배상;불법행위,criminal_case,,
KR_b4e5ae0e574f368d,1875,,2008다1576,서울고등법원,supreme,2008-03-27,2008,medical_professional,2608,fail,supreme_court_excluded;warning_weak_fact_background_signal,손해배상;불법행위;치료비;과실상계,supreme_court_excluded,warning_weak_fact_background_signal,
KR_eeebde3331aeea3c,1880,,2001다70368,unknown,supreme,2017-10-07,2017,traffic_accident,6675,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;불법행위;위자료;치료비;일실수입,supreme_court_excluded;criminal_case,warning_unknown_court_name;duplicate_case_number_or_citation,grp_da3aaf503868
KR_40feacc9b7b92c06,1885,,,서울고등법원,appellate,1991-05-14,1991,traffic_accident,2226,warning,,손해배상;불법행위;위자료;과실상계,,warning_unknown_case_number,
KR_2dbac995b3840ce1,1886,,2015도6745,unknown,unknown,2007-07-01,2007,property_economic_harm,9912,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,사용자책임,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_941d0da2bd1edcab,1892,,,unknown,unknown,2020-12-13,2020,traffic_accident,1868,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_4d0c00f2f830a696,1894,,2004도7746,unknown,unknown,2020-09-03,2020,traffic_accident,3587,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_7017e3036c506a40,1904,,2018느단64,전주지방법원 남원지원,trial,2018-02-08,2018,traffic_accident,1759,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text,손해배상;위자료,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text,
KR_a3f5080ca72a142e,1905,,,unknown,unknown,2020-07-22,2020,traffic_accident,2125,fail,criminal_case;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_b16d9bf7be540287,1906,,,unknown,unknown,2020-06-17,2020,traffic_accident,2778,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_5ed6fe924348cc85,1925,,2003다39927,unknown,supreme,2015-12-10,2015,traffic_accident,8143,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입,supreme_court_excluded,warning_unknown_court_name,grp_ef6f36fc382e
KR_12eb8cfcbe4bc77f,1926,,2005다29474,서울고등법원,supreme,1980-08-01,1980,unclear,4235,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,손해배상;불법행위;과실상계,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_7e42a4e4f8cf95e7,1936,,,대법원,supreme,1970-03-24,1970,unclear,2743,fail,supreme_court_excluded;warning_unknown_case_number,손해배상;불법행위,supreme_court_excluded,warning_unknown_case_number,
KR_95ab398da3defc7e,1939,,,unknown,unknown,,,property_economic_harm,1374,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8c956397dbd37b80,1940,,,unknown,unknown,2021-04-21,2021,unclear,597,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,위자료,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_55359859ec71a607,1964,,,unknown,unknown,2013-03-28,2013,contract_only,2512,fail,contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_51f1ac1a48c72dba,1967,,,unknown,unknown,2019-06-06,2019,traffic_accident,2281,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_b058cfd4ee920303,1968,,,unknown,unknown,2021-03-31,2021,traffic_accident,1505,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_69f78b21879fbe6a,1984,,,unknown,unknown,2019-11-16,2019,traffic_accident,2189,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_281e7dd7ec92281a,1992,,,unknown,unknown,1976-10-07,1976,intentional_tort,2958,fail,family_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위;위자료,family_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_ff5396423eb9ee0a,2003,,,춘천지방법원 속초지원,trial,2020-05-26,2020,traffic_accident,2025,fail,criminal_case;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_case_number,
KR_4cab0b7d2eab9689,2007,,,unknown,unknown,2021-03-06,2021,traffic_accident,877,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_61716299c407d921,2012,,2005다25632,unknown,supreme,2005-01-18,2005,facility_product_safety,15706,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_7a913750882f
KR_e71b06702e4c0850,2016,,2003나2422,대법원,supreme,1997-09-26,1997,property_economic_harm,4023,fail,supreme_court_excluded;procedural_only_or_no_factual_background;warning_weak_fact_background_signal,손해배상;불법행위,supreme_court_excluded;procedural_only_or_no_factual_background,warning_weak_fact_background_signal,
KR_b246ae6f705e8682,2028,,,서울고등법원,appellate,1959-02-28,1959,unclear,1513,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상;불법행위,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
